"","time","pupil"
"1462",48.87,44.12
"1463",48.91,42.63
"1464",48.94,43
"1465",48.97,42.57
"1466",49,42
"1467",49.04,42
"1468",49.07,41
"1469",49.1,40.95
"1470",49.14,39.73
"1471",49.17,39.96
"1472",49.21,38.71
"1473",49.24,38.5
"1474",49.27,39.04
"1475",49.31,38.32
"1476",49.34,38.52
"1477",49.37,37.5
"1478",49.41,36.93
"1479",49.44,37.46
"1480",49.47,37.47
"1481",49.51,37
"1482",49.54,36.58
"1483",49.57,37
"1484",49.61,36.5
"1485",49.64,35.57
"1486",49.67,36.01
"1487",49.7,36.06
"1488",49.74,36
"1489",49.77,36
"1490",49.8,35.5
"1491",49.84,35.55
"1492",49.87,35.5
"1493",49.9,34.91
"1494",49.94,35.46
"1495",49.97,35
"1496",50,34.11
"1497",50.04,34.99
"1498",50.07,33.9
"1499",50.1,34.09
"1500",50.14,34.5
"1501",50.17,33.32
"1502",50.2,33
"1503",50.24,33.5
"1504",50.27,32.85
"1505",50.3,32
"1506",50.34,32.83
"1507",50.37,32
"1508",50.4,32
"1509",50.44,32
"1510",50.47,31.64
"1511",50.51,31.43
"1512",50.54,32
"1513",50.57,31.23
"1514",50.61,31
"1515",50.64,31.06
"1516",50.67,30.91
"1517",50.71,31
"1518",50.74,31.19
"1519",50.77,30.3
"1520",50.8,30.94
"1521",50.84,30.8
"1522",50.87,31
"1523",50.9,30.13
"1524",50.94,30.41
"1525",50.97,30.76
"1526",51,30.23
"1527",51.04,30.72
"1528",51.07,30.17
"1529",51.1,30.11
"1530",51.14,30.5
"1531",51.17,30
"1532",51.2,29.85
"1533",51.24,30.1
"1534",51.27,29.59
"1535",51.31,29.61
"1536",51.34,29.07
"1537",51.37,29.24
"1538",51.41,28.85
"1539",51.44,28.42
"1540",51.47,28
"1541",51.5,27.71
"1542",51.54,28
"1543",51.57,27.8
"1544",51.6,27
"1545",51.64,27.35
"1546",51.67,27.52
"1547",51.7,26.5
"1548",51.74,26.65
"1549",51.77,26.58
"1550",51.8,26.5
"1551",51.84,26.47
"1552",51.87,25.77
"1553",51.91,25.77
"1554",51.94,26.63
"1555",51.97,26
"1556",52.01,26.42
"1557",52.04,26.5
"1558",52.07,26.5
"1559",52.11,27
"1560",52.14,26.91
"1561",52.17,27.5
"1562",52.21,26.5
"1563",52.24,26.91
"1564",52.27,27.54
"1565",52.3,27.5
"1566",52.34,27.5
"1567",52.37,27.5
"1568",52.4,27.56
"1569",52.44,28
"1570",52.47,27.96
"1571",52.5,27.91
"1572",52.54,28.5
"1573",52.57,27.5
"1574",52.6,27.5
"1575",52.64,26.4
"1576",52.67,NA
"1577",52.7,NA
"1578",52.74,NA
"1579",52.77,NA
"1580",52.8,NA
"1581",52.84,NA
"1582",52.87,NA
"1583",52.9,NA
"1584",52.94,NA
"1585",52.97,NA
"1586",53.01,NA
"1587",53.04,24.5
"1588",53.07,24.5
"1589",53.11,25
"1590",53.14,25.95
"1591",53.17,25.5
"1592",53.21,27.5
"1593",53.24,29
"1594",53.27,29.93
"1595",53.31,30.03
"1596",53.34,NA
"1597",53.37,NA
"1598",53.4,NA
"1599",53.43,NA
"1600",53.47,NA
"1601",53.5,NA
"1602",53.53,NA
"1603",53.57,NA
"1604",53.6,NA
"1605",53.64,29.5
"1606",53.67,28.82
"1607",53.71,28.23
"1608",53.74,27.66
"1609",53.77,27
"1610",53.81,26
"1611",53.84,26
"1612",53.87,25.38
"1613",53.9,25
"1614",53.93,25
"1615",53.97,24.9
"1616",54,24.33
"1617",54.04,25.04
"1618",54.07,25
"1619",54.1,24.22
"1620",54.13,24.43
"1621",54.17,23.79
"1622",54.2,24
"1623",54.24,24.5
"1624",54.27,23.9
"1625",54.3,24.5
"1626",54.33,25.08
"1627",54.37,24.94
"1628",54.4,25
"1629",54.44,24.5
"1630",54.47,24.97
"1631",54.5,25.5
"1632",54.54,25.03
"1633",54.57,25.12
"1634",54.6,24.89
"1635",54.63,25.5
"1636",54.67,25
"1637",54.71,24.99
"1638",54.74,25
"1639",54.77,25
"1640",54.81,25.08
"1641",54.84,25.04
"1642",54.87,24.4
"1643",54.91,22
"1644",54.94,NA
"1645",54.97,NA
"1646",55,NA
"1647",55.04,24
"1648",55.07,25
"1649",55.1,25.14
"1650",55.13,25
"1651",55.17,25.44
"1652",55.2,25
"1653",55.23,25.11
"1654",55.27,25.5
"1655",55.3,26
"1656",55.34,26.96
"1657",55.37,27
"1658",55.4,26.85
"1659",55.43,27
"1660",55.47,27.17
"1661",55.5,27
"1662",55.53,26.97
"1663",55.57,27
"1664",55.61,26.5
"1665",55.64,25.5
"1666",55.67,25.5
"1667",55.71,25.11
"1668",55.74,25.56
"1669",55.77,25.7
"1670",55.81,25.5
"1671",55.84,25.56
"1672",55.87,25
"1673",55.91,24.76
"1674",55.94,24.5
"1675",55.97,25.5
"1676",56,25.5
"1677",56.03,24.5
"1678",56.07,25
"1679",56.1,25.5
"1680",56.14,24.64
"1681",56.17,25.5
"1682",56.2,26.01
"1683",56.23,25.38
"1684",56.27,25.9
"1685",56.3,25.81
"1686",56.33,25.21
"1687",56.37,26
"1688",56.4,26
"1689",56.44,26
"1690",56.47,25.5
"1691",56.5,25.88
"1692",56.53,25.59
"1693",56.57,25.86
"1694",56.6,26
"1695",56.63,26
"1696",56.67,25.5
"1697",56.7,26
"1698",56.74,26.5
"1699",56.77,26
"1700",56.8,26
"1701",56.83,25.93
"1702",56.87,26
"1703",56.9,26.21
"1704",56.93,25.68
"1705",56.97,26
"1706",57,26.39
"1707",57.04,26
"1708",57.07,26
"1709",57.1,26.5
"1710",57.13,26
"1711",57.17,25.89
"1712",57.21,25.83
"1713",57.24,26.5
"1714",57.27,26.5
"1715",57.31,26.27
"1716",57.34,26.5
"1717",57.37,26.9
"1718",57.41,27.56
"1719",57.44,28
"1720",57.47,28.5
"1721",57.5,29.5
"1722",57.54,28.8
"1723",57.57,29.5
"1724",57.6,29.69
"1725",57.64,30.5
"1726",57.67,30.01
"1727",57.7,30.85
"1728",57.74,31.44
"1729",57.77,31.37
"1730",57.8,31.69
"1731",57.83,31.81
"1732",57.87,32
"1733",57.9,32.89
"1734",57.94,32.56
"1735",57.97,32.5
"1736",58,33.24
"1737",58.03,33.5
"1738",58.07,33.42
"1739",58.1,33.83
"1740",58.13,34
"1741",58.17,34.16
"1742",58.21,34.5
"1743",58.24,34.95
"1744",58.27,34.5
"1745",58.31,34.83
"1746",58.34,35
"1747",58.37,35.37
"1748",58.41,36.06
"1749",58.44,36.5
"1750",58.47,36
"1751",58.5,36.5
"1752",58.54,37
"1753",58.57,37.29
"1754",58.6,37
"1755",58.64,37.5
"1756",58.67,37.94
"1757",58.7,37.55
"1758",58.74,38.23
"1759",58.77,38.57
"1760",58.8,38.06
"1761",58.84,38.56
"1762",58.87,38.64
"1763",58.9,38.5
"1764",58.94,38.88
"1765",58.97,38.5
"1766",59,39
"1767",59.04,39.18
"1768",59.07,39.5
"1769",59.1,39.7
"1770",59.14,39
"1771",59.17,38.5
"1772",59.2,39.3
"1773",59.24,39.65
"1774",59.27,40.19
"1775",59.3,39.82
"1776",59.34,39.74
"1777",59.37,40
"1778",59.4,40.16
"1779",59.44,40
"1780",59.47,40.68
"1781",59.5,40.52
"1782",59.54,41
"1783",59.57,41.15
"1784",59.6,41
"1785",59.64,40.94
"1786",59.67,40.5
"1787",59.7,41
"1788",59.74,41
"1789",59.77,42
"1790",59.8,41.5
"1791",59.84,41.7
"1792",59.87,41.45
"1793",59.9,42.3
"1794",59.94,42.39
"1795",59.97,42.11
"1796",60,42
"1797",60.04,41.81
"1798",60.07,41.5
"1799",60.1,42
"1800",60.14,42.98
"1801",60.17,42.5
"1802",60.2,42.5
"1803",60.24,42.47
"1804",60.27,42.63
"1805",60.3,43.44
"1806",60.34,43.5
"1807",60.37,42.55
"1808",60.4,43.07
"1809",60.44,44
"1810",60.47,43.66
"1811",60.5,43.92
"1812",60.54,43.92
"1813",60.57,43.34
"1814",60.61,43.5
"1815",60.64,43
"1816",60.67,NA
"1817",60.71,NA
"1818",60.74,NA
"1819",60.77,40.5
"1820",60.81,43
"1821",60.84,43.5
"1822",60.87,44
"1823",60.9,44.19
"1824",60.94,44.2
"1825",60.97,45
"1826",61,44.1
"1827",61.04,44.71
"1828",61.07,45
"1829",61.1,44
"1830",61.13,44.4
"1831",61.17,44.5
"1832",61.2,45.29
"1833",61.24,45.31
"1834",61.27,45
"1835",61.3,45.55
"1836",61.33,45.21
"1837",61.37,45.73
"1838",61.4,45.82
"1839",61.44,46.04
"1840",61.47,NA
"1841",61.5,NA
"1842",61.53,NA
"1843",61.57,NA
"1844",61.6,NA
"1845",61.64,NA
"1846",61.67,NA
"1847",61.7,NA
"1848",61.74,NA
"1849",61.77,NA
"1850",61.8,NA
"1851",61.84,NA
"1852",61.87,NA
"1853",61.9,NA
"1854",61.94,NA
"1855",61.97,NA
"1856",62,NA
"1857",62.04,NA
"1858",62.07,NA
"1859",62.1,NA
"1860",62.14,NA
"1861",62.17,NA
"1862",62.2,NA
"1863",62.23,NA
"1864",62.27,NA
"1865",62.3,NA
"1866",62.34,45.5
"1867",62.37,46.28
"1868",62.4,47.2
"1869",62.44,47
"1870",62.47,47.57
"1871",62.5,47.51
"1872",62.54,46.5
"1873",62.57,46.84
"1874",62.6,46.08
"1875",62.64,46.39
"1876",62.67,46.5
"1877",62.7,46.1
"1878",62.74,45.5
"1879",62.77,46.7
"1880",62.8,46.53
"1881",62.84,45.55
"1882",62.87,44
"1883",62.9,NA
"1884",62.94,NA
"1885",62.97,NA
"1886",63,NA
"1887",63.03,NA
"1888",63.07,NA
"1889",63.1,NA
"1890",63.14,NA
"1891",63.17,NA
"1892",63.2,NA
"1893",63.24,NA
"1894",63.27,NA
"1895",63.3,NA
"1896",63.34,46
"1897",63.37,47.15
"1898",63.4,46.5
"1899",63.43,46.82
"1900",63.47,46.89
"1901",63.5,47.16
"1902",63.53,47
"1903",63.57,47
"1904",63.6,47.5
"1905",63.63,47.22
"1906",63.67,48.3
"1907",63.7,48.27
"1908",63.74,48.5
"1909",63.77,48.72
"1910",63.8,48.91
"1911",63.84,49.31
"1912",63.87,49.46
"1913",63.9,48.5
"1914",63.94,49.56
"1915",63.97,49.87
"1916",64,49.22
"1917",64.03,NA
"1918",64.07,NA
"1919",64.1,NA
"1920",64.14,NA
"1921",64.17,NA
"1922",64.2,NA
"1923",64.24,NA
"1924",64.27,NA
"1925",64.3,NA
"1926",64.33,NA
"1927",64.37,NA
"1928",64.4,NA
"1929",64.44,NA
"1930",64.47,NA
"1931",64.5,NA
"1932",64.53,NA
"1933",64.57,NA
"1934",64.6,NA
"1935",64.63,NA
"1936",64.67,NA
"1937",64.7,47.03
"1938",64.74,NA
"1939",64.77,49.94
"1940",64.8,49.99
"1941",64.83,48.5
"1942",64.87,48.71
"1943",64.9,50.11
"1944",64.94,50
"1945",64.97,49.5
"1946",65,49.87
"1947",65.03,50
"1948",65.07,49.5
"1949",65.1,50.5
"1950",65.13,50
"1951",65.17,49.27
"1952",65.2,50.17
"1953",65.23,49.79
"1954",65.27,49.76
"1955",65.3,49.91
"1956",65.34,50.5
"1957",65.37,50.55
"1958",65.4,50.49
"1959",65.43,50.45
"1960",65.47,50.17
"1961",65.5,50.55
"1962",65.54,50.27
"1963",65.57,50.5
"1964",65.6,49.96
"1965",65.63,NA
"1966",65.67,NA
"1967",65.7,NA
"1968",65.74,NA
"1969",65.77,NA
"1970",65.8,NA
"1971",65.84,NA
"1972",65.87,48
"1973",65.9,50
"1974",65.93,49.32
"1975",65.97,50.47
"1976",66,50.17
"1977",66.03,50.11
"1978",66.07,50.55
"1979",66.1,51.6
"1980",66.14,51
"1981",66.17,51.34
"1982",66.2,52
"1983",66.24,52
"1984",66.27,52.03
"1985",66.3,51.72
"1986",66.34,51.8
"1987",66.37,52.4
"1988",66.4,52
"1989",66.44,51.8
"1990",66.47,51.84
"1991",66.5,52
"1992",66.53,52.34
"1993",66.57,52.5
"1994",66.6,53
"1995",66.64,53.34
"1996",66.67,53.5
"1997",66.71,53.07
"1998",66.74,54
"1999",66.77,53
"2000",66.8,53.5
"2001",66.84,53.5
"2002",66.87,52.69
"2003",66.9,52.34
"2004",66.94,52
"2005",66.97,51.61
"2006",67,51.14
"2007",67.04,51.5
"2008",67.07,52.06
"2009",67.1,52.06
"2010",67.14,NA
"2011",67.17,NA
"2012",67.2,NA
"2013",67.23,NA
"2014",67.17,NA
